N,lambda,R,min_P2,rho_at_min,P2_negative,n_valid
2,1.438449888287663,127.42749857031335,0.00032730462833322453,0.4977386934673367,False,200
2,1.438449888287663,183.29807108324357,0.00032730462833322453,0.4977386934673367,False,200
2,1.438449888287663,263.6650898730358,0.00032730462833322453,0.4977386934673367,False,200
2,1.438449888287663,379.26901907322497,0.00032730462833322453,0.4977386934673367,False,200
2,1.438449888287663,545.5594781168514,0.00032730462833322453,0.4977386934673367,False,200
2,1.438449888287663,784.7599703514607,0.00032730462833322453,0.4977386934673367,False,200
2,1.438449888287663,1128.8378916846884,0.00032730462833322453,0.4977386934673367,False,200
2,1.438449888287663,1623.776739188721,0.00032730462833322453,0.4977386934673367,False,200
2,1.438449888287663,2335.7214690901214,0.00032730462833322453,0.4977386934673367,False,200
2,1.438449888287663,3359.818286283781,0.00032730462833322453,0.4977386934673367,False,200
2,1.438449888287663,4832.930238571752,0.00032730462833322453,0.4977386934673367,False,200
2,1.438449888287663,6951.927961775606,0.00032730462833322453,0.4977386934673367,False,200
2,1.438449888287663,10000.0,0.00032730462833322453,0.4977386934673367,False,200
2,2.636650898730358,10.0,0.00032730462833322453,0.4977386934673367,False,200
2,2.636650898730358,14.38449888287663,0.00032730462833322453,0.4977386934673367,False,200
2,2.636650898730358,20.6913808111479,0.00032730462833322453,0.4977386934673367,False,200
2,2.636650898730358,29.76351441631318,0.00032730462833322453,0.4977386934673367,False,200
2,2.636650898730358,42.81332398719393,0.00032730462833322453,0.4977386934673367,False,200
2,2.636650898730358,61.58482110660264,0.00032730462833322453,0.4977386934673367,False,200
2,2.636650898730358,88.58667904100822,0.00032730462833322453,0.4977386934673367,False,200
2,2.636650898730358,127.42749857031335,0.00032730462833322453,0.4977386934673367,False,200
2,2.636650898730358,183.29807108324357,0.00032730462833322453,0.4977386934673367,False,200
2,2.636650898730358,263.6650898730358,0.00032730462833322453,0.4977386934673367,False,200
2,2.636650898730358,379.26901907322497,0.00032730462833322453,0.4977386934673367,False,200
2,2.636650898730358,545.5594781168514,0.00032730462833322453,0.4977386934673367,False,200
2,2.636650898730358,784.7599703514607,0.00032730462833322453,0.4977386934673367,False,200
